event_id,player_id,session_id,event_timestamp,event_name,event_properties
E00008758,P003268,S00020537,2024-02-23 07:08:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008759,P003268,S00020539,2024-02-27 13:58:15.404465,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008760,P003269,S00020542,2024-02-07 05:44:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008761,P003269,S00020546,2024-02-20 16:30:29.244260,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008762,P003269,S00020548,2024-03-18 20:56:33.579959,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008763,P003269,S00020549,2024-03-21 17:22:25.509008,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008764,P003270,S00020550,2024-01-15 18:46:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008765,P003270,S00020551,2024-01-16 15:03:23.403724,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008766,P003270,S00020554,2024-02-17 18:47:21.703168,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008767,P003270,S00020556,2024-03-18 14:27:52.791042,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008768,P003270,S00020557,2024-03-29 19:19:03.705003,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008769,P003270,S00020557,2024-03-29 19:21:04.234289,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00008770,P003271,S00020558,2024-01-21 12:41:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008771,P003271,S00020560,2024-01-22 11:14:46.043268,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008772,P003272,S00020567,2024-01-10 16:34:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008773,P003272,S00020569,2024-01-13 19:15:18.160144,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008774,P003272,S00020570,2024-02-04 12:48:12.318877,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008775,P003272,S00020574,2024-03-13 15:34:05.348023,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008776,P003273,S00020575,2024-01-23 10:45:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008777,P003273,S00020575,2024-01-23 10:54:59.585490,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008778,P003274,S00020584,2024-02-27 10:07:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008779,P003275,S00020587,2024-02-25 17:36:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008780,P003275,S00020591,2024-03-20 20:13:20.570713,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008781,P003275,S00020593,2024-03-30 17:34:37.526917,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008782,P003276,S00020594,2024-02-08 20:16:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008783,P003276,S00020595,2024-02-14 21:27:52.327668,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008784,P003276,S00020596,2024-02-24 21:55:33.940386,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008785,P003276,S00020599,2024-03-16 21:15:12.366705,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008786,P003276,S00020600,2024-03-26 21:49:59.864424,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008787,P003276,S00020600,2024-03-26 21:50:51.273628,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00008788,P003277,S00020601,2024-01-05 02:22:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008789,P003277,S00020601,2024-01-05 02:34:47.950666,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008790,P003277,S00020603,2024-01-05 15:51:26.519977,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008791,P003279,S00020610,2024-01-13 18:42:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008792,P003280,S00020614,2024-01-21 19:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008793,P003280,S00020614,2024-01-21 19:19:56.573596,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008794,P003280,S00020616,2024-01-23 20:02:09.425866,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008795,P003280,S00020621,2024-02-14 18:06:23.976491,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008796,P003281,S00020624,2024-01-26 18:11:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008797,P003282,S00020628,2024-02-22 10:57:22.852747,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008798,P003282,S00020629,2024-02-23 12:30:23.186110,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008799,P003282,S00020631,2024-03-01 10:56:00.265976,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008800,P003282,S00020632,2024-03-05 18:03:51.241508,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008801,P003282,S00020632,2024-03-05 18:05:41.418866,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008802,P003283,S00020635,2024-02-14 12:42:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008803,P003283,S00020636,2024-02-15 19:19:47.848109,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008804,P003283,S00020638,2024-03-09 13:50:08.027136,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008805,P003283,S00020640,2024-03-18 21:37:48.302703,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008806,P003284,S00020642,2024-01-21 15:16:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008807,P003284,S00020646,2024-02-20 09:10:11.973600,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008808,P003284,S00020647,2024-03-22 17:07:42.227549,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008809,P003285,S00020648,2024-02-22 17:01:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008810,P003285,S00020649,2024-02-26 16:34:59.431032,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008811,P003285,S00020651,2024-03-24 04:30:05.572641,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008812,P003286,S00020652,2024-01-18 10:59:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008813,P003286,S00020655,2024-02-16 13:55:39.685591,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008814,P003286,S00020656,2024-03-02 09:06:05.998349,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008815,P003287,S00020657,2024-02-06 06:54:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008816,P003287,S00020658,2024-02-10 16:00:35.355744,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008817,P003287,S00020661,2024-03-14 09:33:19.643830,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008818,P003288,S00020663,2024-02-14 14:17:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008819,P003288,S00020666,2024-03-20 19:56:07.363947,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008820,P003289,S00020670,2024-02-02 02:43:03.841182,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008821,P003290,S00020673,2024-02-05 19:43:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008822,P003290,S00020676,2024-03-03 13:56:18.422444,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008823,P003291,S00020678,2024-01-17 15:36:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008824,P003291,S00020679,2024-01-20 15:01:13.185185,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008825,P003291,S00020685,2024-03-08 16:14:00.493720,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008826,P003292,S00020687,2024-02-05 10:29:30.532395,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008827,P003292,S00020688,2024-02-18 19:59:34.045799,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008828,P003293,S00020692,2024-02-18 13:15:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008829,P003293,S00020695,2024-02-21 12:12:10.110945,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008830,P003293,S00020696,2024-02-23 07:59:07.486540,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008831,P003293,S00020697,2024-02-27 02:13:02.124743,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008832,P003293,S00020699,2024-03-12 14:05:34.860558,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008833,P003293,S00020699,2024-03-12 14:06:39.840637,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00008834,P003294,S00020701,2024-02-29 18:21:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008835,P003294,S00020707,2024-03-25 18:57:09.407873,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008836,P003295,S00020711,2024-01-18 20:25:32.164264,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008837,P003296,S00020713,2024-01-21 15:04:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008838,P003296,S00020714,2024-01-30 20:24:03.560025,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008839,P003296,S00020717,2024-02-10 11:40:24.927088,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008840,P003297,S00020722,2024-03-20 14:48:32.838237,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008841,P003299,S00020726,2024-02-22 20:31:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008842,P003300,S00020731,2024-01-26 13:23:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008843,P003301,S00020732,2024-01-04 11:22:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008844,P003301,S00020734,2024-02-10 22:21:19.870042,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008845,P003301,S00020736,2024-02-16 21:19:53.595391,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008846,P003301,S00020737,2024-02-21 22:33:34.976148,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008847,P003302,S00020740,2024-02-03 10:26:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008848,P003302,S00020742,2024-02-09 17:20:25.806328,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008849,P003302,S00020743,2024-02-12 22:23:04.261884,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008850,P003302,S00020744,2024-02-15 13:02:34.789005,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008851,P003302,S00020746,2024-03-13 20:49:04.015490,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008852,P003302,S00020746,2024-03-13 20:50:38.874846,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008853,P003303,S00020747,2024-02-21 16:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008854,P003303,S00020747,2024-02-21 16:13:29.191312,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008855,P003303,S00020748,2024-02-22 18:51:27.766295,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008856,P003303,S00020751,2024-02-25 20:52:13.774716,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008857,P003303,S00020754,2024-03-05 17:36:42.817079,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008858,P003303,S00020754,2024-03-05 17:37:06.076662,boss_defeated,"{""boss_level"": 5, ""attempts"": 3}"
E00008859,P003303,S00020755,2024-03-24 18:50:01.046905,level_completed,"{""level"": 5, ""next_level"": 6}"
E00008860,P003304,S00020758,2024-02-17 10:01:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008861,P003304,S00020758,2024-02-17 10:03:48.328831,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008862,P003304,S00020760,2024-02-24 03:24:11.529878,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008863,P003305,S00020762,2024-02-29 07:35:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008864,P003306,S00020766,2024-01-18 16:59:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008865,P003306,S00020766,2024-01-18 17:02:27.854091,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008866,P003306,S00020768,2024-01-24 17:23:36.828341,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008867,P003306,S00020769,2024-03-18 22:05:21.454857,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008868,P003307,S00020770,2024-02-09 18:28:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008869,P003307,S00020771,2024-02-10 22:19:21.250325,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008870,P003307,S00020776,2024-03-24 20:26:56.460730,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008871,P003308,S00020778,2024-02-04 10:04:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008872,P003308,S00020778,2024-02-04 10:23:11.732432,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008873,P003308,S00020779,2024-02-05 20:52:17.989302,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008874,P003308,S00020782,2024-02-21 11:23:29.153591,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008875,P003309,S00020787,2024-03-19 12:00:58.801609,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008876,P003310,S00020789,2024-01-29 19:51:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008877,P003310,S00020790,2024-01-30 14:10:10.335988,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008878,P003311,S00020795,2024-03-14 07:17:25.744980,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008879,P003312,S00020796,2024-01-29 17:45:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008880,P003312,S00020797,2024-01-31 19:45:39.834485,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008881,P003312,S00020798,2024-02-17 16:59:57.804044,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008882,P003313,S00020799,2024-02-07 17:45:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008883,P003313,S00020801,2024-02-11 14:09:07.451407,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008884,P003314,S00020803,2024-02-11 20:17:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008885,P003314,S00020803,2024-02-11 20:20:41.048817,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008886,P003314,S00020806,2024-02-29 14:31:05.894011,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008887,P003315,S00020809,2024-01-21 09:47:19.448251,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008888,P003315,S00020813,2024-03-02 14:11:44.050480,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008889,P003316,S00020814,2024-02-11 10:58:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008890,P003317,S00020820,2024-01-15 13:54:32.463976,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008891,P003317,S00020824,2024-03-26 09:52:20.323080,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008892,P003318,S00020827,2024-03-13 00:02:08.703210,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008893,P003318,S00020828,2024-03-24 19:48:03.753530,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008894,P003319,S00020829,2024-02-10 15:09:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008895,P003319,S00020829,2024-02-10 15:12:41.301656,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008896,P003319,S00020831,2024-02-21 11:34:06.392286,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008897,P003319,S00020832,2024-03-21 20:27:21.190297,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008898,P003320,S00020833,2024-01-17 14:34:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008899,P003320,S00020833,2024-01-17 14:44:06.341373,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008900,P003320,S00020836,2024-02-12 16:01:12.975843,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008901,P003320,S00020838,2024-02-13 21:52:46.757650,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008902,P003320,S00020840,2024-02-22 23:02:07.948418,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008903,P003320,S00020840,2024-02-22 23:02:51.941049,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008904,P003321,S00020842,2024-02-25 01:38:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008905,P003321,S00020842,2024-02-25 01:57:56.731590,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008906,P003321,S00020847,2024-03-27 20:58:02.922307,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008907,P003321,S00020848,2024-03-28 17:12:14.187285,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008908,P003322,S00020849,2024-01-09 13:12:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008909,P003322,S00020850,2024-01-12 19:51:27.675902,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008910,P003322,S00020851,2024-01-27 04:50:39.507120,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008911,P003323,S00020855,2024-02-10 09:56:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008912,P003324,S00020860,2024-01-01 13:45:37.095072,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008913,P003324,S00020863,2024-01-02 15:21:27.150680,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008914,P003324,S00020864,2024-01-05 18:27:53.223000,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008915,P003324,S00020866,2024-01-11 20:25:16.811841,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008916,P003324,S00020866,2024-01-11 20:27:19.213532,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008917,P003324,S00020867,2024-01-12 00:10:09.260337,level_completed,"{""level"": 5, ""next_level"": 6}"
E00008918,P003324,S00020869,2024-01-27 10:11:02.465120,level_completed,"{""level"": 6, ""next_level"": 7}"
E00008919,P003324,S00020878,2024-03-22 09:38:18.798897,level_completed,"{""level"": 7, ""next_level"": 8}"
E00008920,P003325,S00020879,2024-01-02 09:04:32.882783,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008921,P003325,S00020881,2024-01-12 10:29:01.130818,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008922,P003325,S00020882,2024-01-18 19:30:17.567611,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008923,P003325,S00020883,2024-02-04 14:26:32.706226,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008924,P003325,S00020883,2024-02-04 14:27:54.521401,boss_defeated,"{""boss_level"": 5, ""attempts"": 1}"
E00008925,P003327,S00020889,2024-02-17 19:40:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008926,P003327,S00020893,2024-02-24 19:11:00.528147,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008927,P003328,S00020898,2024-01-29 00:06:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008928,P003328,S00020900,2024-02-23 07:50:42.809685,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008929,P003328,S00020901,2024-02-29 16:28:13.462426,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008930,P003329,S00020903,2024-02-02 19:49:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008931,P003329,S00020903,2024-02-02 20:04:17.985533,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008932,P003329,S00020906,2024-02-08 19:10:31.177144,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008933,P003329,S00020908,2024-02-10 17:17:23.872773,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008934,P003330,S00020911,2024-01-10 09:23:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008935,P003330,S00020917,2024-02-01 12:17:24.668975,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008936,P003331,S00020921,2024-02-20 16:16:40.263550,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008937,P003332,S00020925,2024-02-27 20:18:30.637765,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008938,P003332,S00020928,2024-03-06 19:20:45.615539,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008939,P003333,S00020930,2024-02-29 10:00:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008940,P003333,S00020933,2024-03-09 16:31:00.703220,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008941,P003334,S00020936,2024-02-09 17:13:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008942,P003334,S00020937,2024-02-10 19:24:21.461241,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008943,P003334,S00020938,2024-02-12 22:25:23.956296,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008944,P003334,S00020939,2024-02-14 14:06:54.744583,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008945,P003334,S00020940,2024-02-24 05:14:38.395192,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008946,P003334,S00020940,2024-02-24 05:17:26.737362,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008947,P003335,S00020944,2024-01-21 20:47:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008948,P003335,S00020945,2024-01-22 16:40:43.694504,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008949,P003335,S00020948,2024-01-29 20:01:03.818066,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008950,P003336,S00020951,2024-01-28 19:00:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008951,P003336,S00020954,2024-03-13 17:12:23.698614,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008952,P003337,S00020957,2024-01-11 07:20:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008953,P003337,S00020957,2024-01-11 07:22:29.682717,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008954,P003337,S00020959,2024-01-13 20:51:32.710482,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008955,P003338,S00020966,2024-02-24 22:00:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008956,P003338,S00020966,2024-02-24 22:08:16.194756,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008957,P003338,S00020967,2024-03-21 09:54:16.707083,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008958,P003339,S00020970,2024-02-03 18:39:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008959,P003339,S00020971,2024-02-04 16:14:09.731898,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008960,P003339,S00020975,2024-02-27 22:02:59.208568,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008961,P003340,S00020978,2024-01-16 15:37:01.426909,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008962,P003340,S00020983,2024-03-03 11:00:40.075218,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008963,P003340,S00020986,2024-03-25 09:27:11.212344,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008964,P003341,S00020987,2024-02-28 10:30:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008965,P003341,S00020987,2024-02-28 10:40:32.198250,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008966,P003343,S00020992,2024-01-08 18:04:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008967,P003343,S00020994,2024-01-09 20:23:40.864127,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008968,P003343,S00020996,2024-01-12 09:46:44.016880,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008969,P003343,S00021000,2024-01-22 18:58:25.352186,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008970,P003343,S00021002,2024-01-23 21:59:18.842268,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008971,P003343,S00021002,2024-01-23 21:59:38.676877,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008972,P003345,S00021015,2024-02-18 17:49:49.031772,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008973,P003345,S00021019,2024-03-27 21:20:38.146271,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008974,P003346,S00021020,2024-01-17 04:52:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008975,P003346,S00021025,2024-02-25 16:03:38.543470,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008976,P003346,S00021026,2024-03-13 20:43:07.918955,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008977,P003347,S00021027,2024-02-29 12:30:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008978,P003347,S00021027,2024-02-29 12:38:28.011689,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008979,P003347,S00021029,2024-03-19 17:40:55.857758,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008980,P003348,S00021033,2024-01-23 11:16:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008981,P003348,S00021035,2024-01-27 08:52:38.731585,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008982,P003349,S00021041,2024-01-24 05:41:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008983,P003349,S00021042,2024-01-25 20:45:49.512367,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008984,P003349,S00021043,2024-01-27 19:24:52.444903,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008985,P003349,S00021044,2024-02-03 19:57:10.730055,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008986,P003350,S00021048,2024-02-14 00:12:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008987,P003350,S00021048,2024-02-14 00:32:52.213871,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008988,P003350,S00021051,2024-02-22 20:08:18.676614,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008989,P003351,S00021052,2024-01-19 19:23:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008990,P003351,S00021053,2024-01-25 10:58:26.234073,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008991,P003351,S00021055,2024-01-26 15:59:57.462615,level_completed,"{""level"": 2, ""next_level"": 3}"
E00008992,P003351,S00021058,2024-02-13 11:01:08.784458,level_completed,"{""level"": 3, ""next_level"": 4}"
E00008993,P003351,S00021059,2024-02-22 18:15:59.972348,level_completed,"{""level"": 4, ""next_level"": 5}"
E00008994,P003351,S00021059,2024-02-22 18:17:08.539826,boss_defeated,"{""boss_level"": 5, ""attempts"": 2}"
E00008995,P003351,S00021065,2024-03-04 20:11:28.761931,level_completed,"{""level"": 5, ""next_level"": 6}"
E00008996,P003352,S00021070,2024-01-24 18:01:39.216015,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008997,P003353,S00021076,2024-02-01 13:39:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00008998,P003353,S00021077,2024-02-02 06:47:42.408943,level_completed,"{""level"": 1, ""next_level"": 2}"
E00008999,P003353,S00021078,2024-02-06 15:54:05.115748,level_completed,"{""level"": 2, ""next_level"": 3}"
E00009000,P003354,S00021081,2024-02-13 19:53:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00009001,P003354,S00021082,2024-02-19 20:24:18.040074,level_completed,"{""level"": 1, ""next_level"": 2}"
E00009002,P003354,S00021086,2024-03-29 00:19:51.526717,level_completed,"{""level"": 2, ""next_level"": 3}"
E00009003,P003355,S00021087,2024-01-01 11:19:00.000000,tutorial_completed,"{""duration_minutes"": 2}"
E00009004,P003355,S00021089,2024-01-09 00:34:11.957205,level_completed,"{""level"": 1, ""next_level"": 2}"
E00009005,P003355,S00021091,2024-01-20 10:24:07.943227,level_completed,"{""level"": 2, ""next_level"": 3}"
E00009006,P003356,S00021094,2024-01-23 18:40:56.271137,level_completed,"{""level"": 1, ""next_level"": 2}"
E00009007,P003356,S00021096,2024-02-08 20:59:12.751829,level_completed,"{""level"": 2, ""next_level"": 3}"
