player_id,install_date,attribution_channel,country,device_type,tutorial_completed,experiment_variant,player_segment,lifetime_value
P001107,2024-01-05,organic,DE,Android,True,control,non_payer,0.0
P001108,2024-01-18,facebook,US,Android,False,variant_b,minnow,3.3422477846429786
P001109,2024-01-28,facebook,IN,Android,False,variant_a,non_payer,0.0
P001110,2024-02-11,tiktok,JP,Android,True,control,whale,320.71288930811664
P001111,2024-01-22,facebook,JP,iOS,True,variant_b,non_payer,0.0
P001112,2024-01-21,organic,BR,iOS,True,variant_b,non_payer,0.0
P001113,2024-01-06,facebook,UK,Android,True,variant_b,non_payer,0.0
P001114,2024-01-01,unity_ads,JP,iOS,True,control,non_payer,0.0
P001115,2024-01-05,apple_search,US,iOS,False,control,non_payer,0.0
P001116,2024-02-10,facebook,US,Android,True,variant_a,non_payer,0.0
P001117,2024-01-12,organic,JP,iOS,True,variant_b,non_payer,0.0
P001118,2024-01-26,tiktok,US,Android,True,control,non_payer,0.0
P001119,2024-02-15,organic,MX,Android,True,variant_a,non_payer,0.0
P001120,2024-02-03,google,DE,iOS,True,control,minnow,10.622349021304077
P001121,2024-02-18,facebook,FR,iOS,True,control,non_payer,0.0
P001122,2024-01-14,organic,US,iOS,True,variant_b,non_payer,0.0
P001123,2024-01-26,organic,DE,Android,True,control,non_payer,0.0
P001124,2024-02-14,organic,US,Android,True,variant_b,non_payer,0.0
P001125,2024-01-27,google,JP,iOS,True,variant_a,non_payer,0.0
P001126,2024-01-09,tiktok,US,Android,True,control,dolphin,90.71530547961852
P001127,2024-01-26,organic,DE,iOS,True,,non_payer,0.0
P001128,2024-02-26,unity_ads,US,iOS,True,variant_b,non_payer,0.0
P001129,2024-02-16,organic,US,iOS,True,variant_b,non_payer,0.0
P001130,2024-02-26,facebook,CA,iOS,True,variant_b,minnow,5.202952413122131
P001131,2024-01-22,organic,US,Android,True,variant_a,dolphin,60.2722855900834
P001132,2024-02-16,tiktok,FR,iOS,True,variant_a,non_payer,0.0
P001133,2024-02-25,google,US,iOS,False,control,non_payer,0.0
P001134,2024-01-30,google,UK,Android,True,variant_b,minnow,14.891329809971477
P001135,2024-02-12,unity_ads,AU,Android,True,variant_a,dolphin,40.57289570770684
P001136,2024-02-17,google,US,iOS,False,control,non_payer,0.0
P001137,2024-01-17,tiktok,UK,Android,True,variant_b,non_payer,0.0
P001138,2024-01-26,google,JP,Android,True,variant_a,non_payer,0.0
P001139,2024-02-05,tiktok,US,iOS,True,variant_a,dolphin,51.217114284424284
P001140,2024-01-01,facebook,US,Android,True,control,non_payer,0.0
P001141,2024-01-08,organic,UK,Android,True,,non_payer,0.0
P001142,2024-02-18,facebook,UK,Android,False,,non_payer,0.0
P001143,2024-02-04,organic,CA,Android,True,variant_a,dolphin,49.08172768468158
P001144,2024-02-21,facebook,UK,Android,False,variant_a,non_payer,0.0
P001145,2024-01-15,facebook,JP,Android,True,variant_a,dolphin,22.606866892767385
P001146,2024-02-16,google,US,iOS,True,control,non_payer,0.0
P001147,2024-02-25,organic,UK,iOS,True,variant_a,non_payer,0.0
P001148,2024-01-22,organic,UK,Android,False,control,non_payer,0.0
P001149,2024-01-14,facebook,DE,iOS,True,,non_payer,0.0
P001150,2024-01-26,tiktok,MX,Android,True,control,non_payer,0.0
P001151,2024-01-28,facebook,CA,iOS,False,variant_b,non_payer,0.0
P001152,2024-01-23,facebook,MX,Android,True,variant_a,non_payer,0.0
P001153,2024-01-14,google,UK,Android,True,control,non_payer,0.0
P001154,2024-01-24,google,US,Android,True,variant_a,non_payer,0.0
P001155,2024-01-02,organic,US,iOS,True,variant_b,non_payer,0.0
P001156,2024-02-14,facebook,UK,iOS,False,variant_b,non_payer,0.0
P001157,2024-01-26,organic,UK,Android,True,control,non_payer,0.0
P001158,2024-01-14,tiktok,US,Android,True,variant_a,non_payer,0.0
P001159,2024-02-28,organic,UK,Android,True,variant_b,minnow,8.133237635777364
P001160,2024-02-25,facebook,UK,iOS,True,variant_b,non_payer,0.0
P001161,2024-02-20,organic,US,iOS,True,variant_b,non_payer,0.0
P001162,2024-01-07,organic,US,Android,True,control,minnow,3.9214904110232256
P001163,2024-01-03,google,BR,Android,False,variant_b,non_payer,0.0
P001164,2024-02-16,organic,UK,iOS,False,variant_a,non_payer,0.0
P001165,2024-01-23,organic,FR,Android,True,variant_a,non_payer,0.0
P001166,2024-02-15,facebook,AU,iOS,True,control,non_payer,0.0
P001167,2024-02-12,organic,UK,Android,True,control,non_payer,0.0
P001168,2024-02-16,organic,US,Android,True,variant_a,minnow,2.800366358751096
P001169,2024-02-29,unity_ads,UK,iOS,True,control,non_payer,0.0
P001170,2024-02-14,google,AU,Android,True,variant_a,non_payer,0.0
P001171,2024-01-18,tiktok,UK,iOS,True,variant_b,non_payer,0.0
P001172,2024-02-27,unity_ads,US,iOS,True,,non_payer,0.0
P001173,2024-02-07,google,US,Android,False,control,non_payer,0.0
P001174,2024-02-04,organic,BR,iOS,True,control,non_payer,0.0
P001175,2024-02-20,google,UK,Android,True,variant_a,non_payer,0.0
P001176,2024-01-15,unity_ads,AU,iOS,True,control,non_payer,0.0
P001177,2024-01-25,google,CA,Android,True,control,minnow,10.945823991348778
P001178,2024-02-24,facebook,BR,iOS,False,variant_a,non_payer,0.0
P001179,2024-02-06,organic,CA,Android,True,variant_a,non_payer,0.0
P001180,2024-01-28,unity_ads,CA,Android,False,variant_b,minnow,11.720646213320174
P001181,2024-01-10,google,IN,Android,True,,non_payer,0.0
P001182,2024-02-08,apple_search,FR,Android,True,variant_b,non_payer,0.0
P001183,2024-02-26,organic,US,iOS,True,control,non_payer,0.0
P001184,2024-01-17,organic,US,iOS,False,variant_b,dolphin,91.11132280083524
P001185,2024-02-08,organic,JP,Android,True,variant_a,non_payer,0.0
P001186,2024-01-22,google,JP,Android,False,variant_a,dolphin,94.73059142909766
P001187,2024-01-26,organic,CA,iOS,True,,non_payer,0.0
P001188,2024-02-13,organic,AU,iOS,True,variant_b,non_payer,0.0
P001189,2024-01-25,apple_search,DE,Android,True,variant_b,non_payer,0.0
P001190,2024-01-17,organic,UK,Android,True,control,non_payer,0.0
P001191,2024-01-13,unity_ads,DE,Android,True,variant_b,dolphin,89.52527681062149
P001192,2024-01-20,facebook,US,iOS,False,variant_b,non_payer,0.0
P001193,2024-01-25,unity_ads,MX,iOS,True,control,non_payer,0.0
P001194,2024-01-04,facebook,FR,iOS,True,control,dolphin,29.799573655368796
P001195,2024-01-10,tiktok,DE,Android,True,control,non_payer,0.0
P001196,2024-01-03,tiktok,UK,Android,True,control,minnow,4.130803676644194
P001197,2024-02-10,organic,US,Android,True,variant_b,non_payer,0.0
P001198,2024-02-14,organic,UK,Android,True,control,non_payer,0.0
P001199,2024-01-18,organic,DE,iOS,False,,non_payer,0.0
P001200,2024-02-16,google,DE,iOS,True,variant_b,minnow,2.714654125952911
P001201,2024-02-05,unity_ads,UK,Android,False,variant_a,dolphin,48.281962475567504
P001202,2024-02-16,facebook,AU,iOS,True,variant_a,non_payer,0.0
P001203,2024-01-22,google,JP,iOS,True,variant_a,minnow,2.737005838657221
P001204,2024-02-03,organic,US,Android,True,control,non_payer,0.0
P001205,2024-02-16,unity_ads,CA,Android,False,control,non_payer,0.0
P001206,2024-01-08,tiktok,FR,Android,False,variant_a,non_payer,0.0
P001207,2024-02-09,organic,CA,iOS,True,,non_payer,0.0
P001208,2024-02-18,facebook,DE,Android,True,,non_payer,0.0
P001209,2024-02-13,organic,CA,Android,True,variant_b,whale,722.6218372915131
P001210,2024-01-19,facebook,MX,Android,False,variant_b,non_payer,0.0
P001211,2024-02-11,facebook,US,Android,False,variant_b,non_payer,0.0
P001212,2024-02-10,organic,CA,Android,True,variant_a,non_payer,0.0
P001213,2024-02-06,facebook,US,iOS,True,control,non_payer,0.0
P001214,2024-01-06,organic,US,Android,False,variant_b,non_payer,0.0
P001215,2024-02-21,facebook,UK,iOS,True,,non_payer,0.0
P001216,2024-01-26,facebook,US,iOS,True,control,non_payer,0.0
P001217,2024-02-03,organic,MX,iOS,True,control,non_payer,0.0
P001218,2024-02-28,google,IN,Android,True,control,non_payer,0.0
P001219,2024-02-25,google,UK,iOS,False,control,non_payer,0.0
P001220,2024-02-28,facebook,DE,Android,False,control,dolphin,77.33723938967736
P001221,2024-02-14,organic,CA,Android,True,variant_a,non_payer,0.0
P001222,2024-01-06,google,JP,iOS,True,,non_payer,0.0
P001223,2024-02-06,tiktok,AU,Android,True,variant_b,non_payer,0.0
P001224,2024-02-26,organic,US,iOS,True,,minnow,3.234311700571361
P001225,2024-02-02,organic,JP,iOS,True,control,minnow,9.702064705333855
P001226,2024-02-22,organic,FR,Android,True,control,non_payer,0.0
P001227,2024-01-22,facebook,CA,Android,True,control,dolphin,21.839152528492694
P001228,2024-01-21,organic,BR,Android,True,,minnow,7.081183772449154
P001229,2024-01-06,facebook,BR,Android,True,control,non_payer,0.0
P001230,2024-01-06,google,CA,Android,True,variant_a,non_payer,0.0
P001231,2024-02-24,facebook,AU,iOS,False,control,non_payer,0.0
P001232,2024-02-17,facebook,MX,Android,False,control,non_payer,0.0
P001233,2024-01-04,facebook,US,Android,True,control,dolphin,42.827124326615824
P001234,2024-01-30,facebook,UK,iOS,True,variant_b,non_payer,0.0
P001235,2024-01-11,organic,US,Android,True,control,minnow,14.978928277548967
P001236,2024-01-30,organic,BR,Android,True,control,non_payer,0.0
P001237,2024-01-31,unity_ads,FR,iOS,False,variant_a,dolphin,93.82276951864748
P001238,2024-01-24,organic,US,Android,True,variant_b,non_payer,0.0
P001239,2024-02-24,google,MX,iOS,True,variant_a,non_payer,0.0
P001240,2024-01-09,tiktok,FR,Android,True,,non_payer,0.0
P001241,2024-02-24,organic,JP,iOS,True,variant_a,minnow,3.065916385627732
P001242,2024-01-03,facebook,US,Android,True,control,non_payer,0.0
P001243,2024-02-20,facebook,CA,Android,False,variant_a,non_payer,0.0
P001244,2024-01-31,unity_ads,DE,Android,True,variant_a,non_payer,0.0
P001245,2024-02-09,tiktok,CA,iOS,True,variant_b,non_payer,0.0
P001246,2024-02-06,google,DE,iOS,False,,non_payer,0.0
P001247,2024-02-05,organic,JP,iOS,True,variant_b,non_payer,0.0
P001248,2024-01-24,google,UK,Android,False,variant_a,minnow,13.843191079581867
P001249,2024-01-31,facebook,JP,iOS,True,control,non_payer,0.0
P001250,2024-01-06,facebook,US,Android,False,,non_payer,0.0
P001251,2024-01-02,organic,US,Android,True,variant_a,non_payer,0.0
P001252,2024-01-20,organic,US,Android,False,variant_b,non_payer,0.0
P001253,2024-01-28,google,UK,iOS,True,,non_payer,0.0
P001254,2024-01-11,facebook,UK,Android,True,variant_a,whale,535.031869914678
P001255,2024-01-04,organic,JP,iOS,True,variant_a,non_payer,0.0
P001256,2024-01-15,facebook,DE,Android,True,variant_b,non_payer,0.0
P001257,2024-01-06,unity_ads,UK,Android,True,control,non_payer,0.0
P001258,2024-02-23,google,DE,iOS,False,variant_a,minnow,9.073073786144608
P001259,2024-02-18,organic,US,iOS,True,variant_a,non_payer,0.0
P001260,2024-01-30,organic,US,Android,True,control,dolphin,62.701154084784164
P001261,2024-02-25,organic,AU,iOS,True,variant_b,minnow,11.166191724580639
P001262,2024-02-07,tiktok,DE,Android,False,variant_a,dolphin,46.79654349579907
P001263,2024-02-20,facebook,JP,iOS,True,variant_b,non_payer,0.0
P001264,2024-02-26,facebook,UK,Android,False,variant_b,non_payer,0.0
P001265,2024-01-02,facebook,FR,Android,True,control,non_payer,0.0
P001266,2024-01-15,facebook,DE,Android,True,variant_b,non_payer,0.0
P001267,2024-01-11,unity_ads,MX,Android,True,variant_a,non_payer,0.0
P001268,2024-01-08,facebook,US,Android,True,variant_b,non_payer,0.0
P001269,2024-01-26,organic,AU,iOS,True,variant_b,non_payer,0.0
P001270,2024-02-20,organic,AU,Android,False,control,non_payer,0.0
P001271,2024-02-14,facebook,MX,iOS,True,variant_b,non_payer,0.0
P001272,2024-02-13,tiktok,US,iOS,True,variant_a,dolphin,25.574606898188968
P001273,2024-01-05,organic,CA,Android,False,variant_b,dolphin,53.41015518365574
P001274,2024-01-06,unity_ads,UK,Android,True,variant_b,dolphin,63.56044404250005
P001275,2024-01-26,google,CA,iOS,True,variant_b,minnow,8.768795410331565
P001276,2024-02-23,organic,US,Android,True,control,non_payer,0.0
P001277,2024-01-04,organic,US,Android,True,variant_b,non_payer,0.0
P001278,2024-01-19,organic,AU,iOS,True,variant_b,non_payer,0.0
P001279,2024-01-20,google,UK,Android,True,variant_a,minnow,12.096366827582877
P001280,2024-02-02,organic,US,Android,False,variant_a,non_payer,0.0
P001281,2024-01-20,facebook,UK,iOS,False,variant_a,minnow,1.619161892044637
P001282,2024-02-18,facebook,US,Android,True,control,whale,990.47548959124
P001283,2024-01-12,google,IN,Android,True,control,non_payer,0.0
P001284,2024-02-16,organic,AU,Android,True,control,non_payer,0.0
P001285,2024-01-01,facebook,JP,iOS,False,variant_b,non_payer,0.0
P001286,2024-01-26,facebook,UK,Android,True,variant_b,minnow,14.867910040484878
P001287,2024-01-14,facebook,BR,iOS,False,variant_b,non_payer,0.0
P001288,2024-02-07,unity_ads,CA,iOS,True,variant_b,non_payer,0.0
P001289,2024-02-06,organic,AU,iOS,True,control,non_payer,0.0
P001290,2024-01-11,unity_ads,CA,Android,True,variant_a,non_payer,0.0
P001291,2024-02-05,google,FR,Android,True,,minnow,2.386235509481705
P001292,2024-01-13,facebook,AU,iOS,False,variant_b,non_payer,0.0
P001293,2024-02-12,google,US,iOS,True,control,non_payer,0.0
P001294,2024-01-03,facebook,US,iOS,True,variant_a,non_payer,0.0
P001295,2024-02-02,organic,AU,iOS,True,control,non_payer,0.0
P001296,2024-01-06,google,CA,Android,False,control,dolphin,47.52139882914206
P001297,2024-02-19,facebook,US,Android,True,variant_a,minnow,9.264349459702709
P001298,2024-02-25,google,UK,Android,True,variant_b,minnow,6.2265616149593015
P001299,2024-01-10,organic,CA,Android,True,variant_b,non_payer,0.0
P001300,2024-01-05,tiktok,JP,Android,False,variant_a,non_payer,0.0
P001301,2024-01-23,facebook,US,iOS,True,variant_a,dolphin,59.0099750244468
P001302,2024-01-10,organic,UK,iOS,False,variant_b,non_payer,0.0
P001303,2024-02-13,facebook,JP,Android,False,control,non_payer,0.0
P001304,2024-01-02,google,DE,Android,False,variant_b,non_payer,0.0
P001305,2024-01-13,google,US,Android,False,control,non_payer,0.0
P001306,2024-02-09,facebook,JP,Android,True,variant_a,non_payer,0.0
P001307,2024-01-02,unity_ads,CA,Android,True,control,non_payer,0.0
P001308,2024-01-20,organic,CA,iOS,True,variant_b,non_payer,0.0
P001309,2024-01-01,facebook,MX,iOS,True,control,whale,460.7426853778496
P001310,2024-02-06,unity_ads,IN,Android,True,control,non_payer,0.0
P001311,2024-01-09,unity_ads,UK,Android,True,variant_a,non_payer,0.0
P001312,2024-01-17,google,US,iOS,True,variant_b,non_payer,0.0
P001313,2024-01-09,unity_ads,UK,Android,True,variant_b,minnow,10.969866530712924
P001314,2024-01-11,organic,US,Android,True,control,minnow,6.096241423290144
P001315,2024-01-15,unity_ads,US,Android,False,control,non_payer,0.0
P001316,2024-01-24,organic,UK,iOS,True,variant_b,non_payer,0.0
P001317,2024-02-07,organic,IN,Android,False,variant_b,non_payer,0.0
P001318,2024-02-24,organic,BR,Android,True,variant_b,non_payer,0.0
P001319,2024-02-04,facebook,CA,iOS,True,variant_b,non_payer,0.0
P001320,2024-01-30,organic,AU,Android,True,variant_b,non_payer,0.0
P001321,2024-01-31,organic,US,Android,True,variant_a,non_payer,0.0
P001322,2024-02-18,organic,US,Android,True,variant_a,non_payer,0.0
P001323,2024-01-05,organic,US,iOS,True,variant_b,non_payer,0.0
P001324,2024-02-29,facebook,FR,Android,True,control,minnow,7.0184098577983685
P001325,2024-02-13,facebook,US,iOS,True,variant_a,non_payer,0.0
P001326,2024-02-19,organic,BR,Android,False,variant_b,dolphin,66.07261887695857
P001327,2024-01-14,google,DE,Android,True,variant_a,non_payer,0.0
P001328,2024-02-22,unity_ads,US,iOS,True,variant_b,non_payer,0.0
P001329,2024-02-25,google,US,Android,True,control,dolphin,97.53610101862323
P001330,2024-01-11,organic,AU,Android,True,control,non_payer,0.0
P001331,2024-01-09,google,BR,Android,False,control,non_payer,0.0
P001332,2024-02-03,organic,FR,Android,False,,non_payer,0.0
P001333,2024-01-12,organic,UK,iOS,True,,non_payer,0.0
P001334,2024-02-04,organic,AU,iOS,True,control,non_payer,0.0
P001335,2024-02-04,unity_ads,UK,iOS,True,control,non_payer,0.0
P001336,2024-01-01,organic,MX,Android,True,control,minnow,9.98526255751043
P001337,2024-02-09,organic,FR,Android,False,control,minnow,2.3568960913276262
P001338,2024-01-22,organic,AU,Android,False,variant_a,non_payer,0.0
P001339,2024-02-29,unity_ads,UK,iOS,True,control,non_payer,0.0
P001340,2024-01-29,google,AU,Android,True,variant_b,non_payer,0.0
P001341,2024-01-08,organic,UK,iOS,False,variant_b,minnow,5.464608690567175
P001342,2024-01-11,facebook,US,Android,True,control,minnow,6.876003619704816
P001343,2024-02-10,facebook,UK,iOS,True,variant_b,non_payer,0.0
P001344,2024-02-06,google,IN,iOS,True,variant_a,whale,792.1390561507885
P001345,2024-01-14,organic,AU,Android,True,control,minnow,7.2562577248331515
P001346,2024-02-29,unity_ads,US,iOS,True,variant_b,non_payer,0.0
P001347,2024-01-30,organic,BR,Android,True,control,minnow,10.227459078740956
P001348,2024-02-04,google,US,Android,True,control,non_payer,0.0
P001349,2024-01-21,organic,US,Android,True,control,non_payer,0.0
P001350,2024-02-06,facebook,US,Android,True,,non_payer,0.0
P001351,2024-01-05,facebook,AU,iOS,True,variant_b,minnow,12.752926588687174
P001352,2024-01-19,facebook,CA,Android,True,variant_a,non_payer,0.0
P001353,2024-02-28,organic,CA,Android,True,variant_b,non_payer,0.0
P001354,2024-01-14,google,FR,Android,True,control,non_payer,0.0
P001355,2024-01-26,organic,UK,iOS,True,,non_payer,0.0
P001356,2024-01-04,google,JP,Android,True,variant_b,non_payer,0.0
P001357,2024-01-25,unity_ads,US,iOS,True,variant_a,minnow,2.460726172036761
P001358,2024-02-14,facebook,JP,iOS,True,variant_b,non_payer,0.0
P001359,2024-02-11,google,DE,iOS,True,variant_b,minnow,11.720354119211969
P001360,2024-01-25,google,DE,iOS,True,variant_b,minnow,11.438117169690011
P001361,2024-01-18,facebook,CA,iOS,False,variant_b,non_payer,0.0
P001362,2024-02-09,unity_ads,DE,iOS,True,control,minnow,12.47597331156259
P001363,2024-01-08,organic,US,iOS,True,control,non_payer,0.0
P001364,2024-02-08,facebook,JP,iOS,True,control,non_payer,0.0
P001365,2024-02-09,google,US,iOS,True,control,non_payer,0.0
P001366,2024-01-14,facebook,US,Android,False,variant_a,non_payer,0.0
P001367,2024-02-01,organic,AU,iOS,True,control,minnow,14.384930575373826
P001368,2024-02-20,facebook,FR,iOS,True,variant_a,non_payer,0.0
P001369,2024-02-07,unity_ads,US,iOS,True,variant_b,non_payer,0.0
P001370,2024-02-02,tiktok,IN,iOS,True,variant_b,non_payer,0.0
P001371,2024-01-23,facebook,MX,iOS,True,control,non_payer,0.0
P001372,2024-01-15,google,AU,iOS,True,control,non_payer,0.0
P001373,2024-02-02,tiktok,CA,Android,True,control,dolphin,44.76783803297145
P001374,2024-01-25,organic,FR,Android,False,variant_b,non_payer,0.0
P001375,2024-01-17,organic,UK,Android,True,variant_a,non_payer,0.0
P001376,2024-02-02,google,CA,Android,True,,dolphin,54.32163941707494
P001377,2024-02-16,unity_ads,IN,Android,True,variant_b,non_payer,0.0
P001378,2024-02-24,unity_ads,IN,iOS,True,variant_b,non_payer,0.0
P001379,2024-01-02,facebook,IN,Android,True,control,non_payer,0.0
P001380,2024-01-14,organic,US,iOS,False,variant_a,non_payer,0.0
P001381,2024-02-22,facebook,US,Android,False,,non_payer,0.0
P001382,2024-02-09,organic,US,iOS,True,control,non_payer,0.0
P001383,2024-02-09,organic,UK,Android,True,variant_a,non_payer,0.0
P001384,2024-02-20,google,UK,Android,True,variant_a,non_payer,0.0
P001385,2024-02-08,organic,UK,Android,True,variant_a,non_payer,0.0
P001386,2024-02-20,unity_ads,AU,iOS,True,variant_b,non_payer,0.0
P001387,2024-01-06,facebook,JP,iOS,True,variant_a,non_payer,0.0
P001388,2024-01-06,facebook,FR,Android,True,variant_b,minnow,4.677547987065301
P001389,2024-01-03,organic,JP,Android,True,variant_b,minnow,5.57947877835109
P001390,2024-01-07,organic,US,Android,True,variant_a,non_payer,0.0
P001391,2024-02-20,organic,US,Android,True,variant_b,dolphin,46.38607672066493
P001392,2024-01-08,tiktok,JP,Android,False,,non_payer,0.0
P001393,2024-02-11,unity_ads,CA,Android,False,,minnow,13.176850263702235
P001394,2024-02-21,facebook,AU,Android,False,variant_b,non_payer,0.0
P001395,2024-01-15,organic,US,Android,True,variant_a,non_payer,0.0
P001396,2024-02-16,tiktok,US,Android,True,control,non_payer,0.0
P001397,2024-01-29,organic,DE,Android,True,control,minnow,1.8805764475409985
P001398,2024-02-02,organic,JP,Android,False,control,non_payer,0.0
P001399,2024-02-21,facebook,IN,Android,True,variant_a,non_payer,0.0
P001400,2024-01-30,tiktok,CA,Android,True,control,non_payer,0.0
P001401,2024-02-08,organic,CA,Android,True,control,non_payer,0.0
P001402,2024-01-27,organic,JP,iOS,False,control,non_payer,0.0
P001403,2024-02-05,tiktok,CA,Android,False,variant_a,non_payer,0.0
P001404,2024-01-29,organic,CA,Android,True,control,minnow,3.837780482247555
P001405,2024-02-07,organic,BR,iOS,False,variant_b,non_payer,0.0
P001406,2024-02-26,facebook,JP,Android,True,variant_a,non_payer,0.0
P001407,2024-02-02,unity_ads,BR,Android,True,variant_b,non_payer,0.0
P001408,2024-02-06,facebook,US,Android,True,variant_b,minnow,9.547815000275069
P001409,2024-01-27,apple_search,CA,Android,True,control,non_payer,0.0
P001410,2024-02-24,google,JP,Android,True,,minnow,11.712726948988118
P001411,2024-02-02,organic,US,Android,False,variant_b,non_payer,0.0
P001412,2024-01-04,apple_search,JP,iOS,True,control,non_payer,0.0
P001413,2024-01-22,facebook,US,iOS,False,variant_a,non_payer,0.0
P001414,2024-01-02,organic,JP,iOS,True,variant_b,non_payer,0.0
P001415,2024-01-10,facebook,AU,Android,True,variant_a,non_payer,0.0
P001416,2024-01-05,organic,US,iOS,True,control,non_payer,0.0
P001417,2024-02-28,organic,CA,iOS,False,,dolphin,75.79016431868709
P001418,2024-01-10,organic,DE,Android,True,variant_b,minnow,1.6520594595462381
P001419,2024-02-02,facebook,DE,iOS,True,variant_b,non_payer,0.0
P001420,2024-02-23,unity_ads,UK,Android,True,variant_b,non_payer,0.0
P001421,2024-02-07,facebook,BR,Android,False,variant_b,non_payer,0.0
P001422,2024-01-13,apple_search,CA,Android,True,control,non_payer,0.0
P001423,2024-01-31,organic,CA,iOS,True,variant_a,non_payer,0.0
P001424,2024-02-16,organic,US,Android,True,variant_b,non_payer,0.0
P001425,2024-02-05,organic,IN,iOS,True,control,non_payer,0.0
P001426,2024-02-14,organic,US,Android,True,control,non_payer,0.0
P001427,2024-01-24,organic,CA,Android,True,control,minnow,7.353121338093132
P001428,2024-02-21,google,JP,iOS,False,control,non_payer,0.0
P001429,2024-02-25,tiktok,US,iOS,True,control,minnow,3.5826302342062393
P001430,2024-01-15,apple_search,CA,iOS,True,variant_b,non_payer,0.0
P001431,2024-01-29,organic,US,iOS,True,variant_b,non_payer,0.0
P001432,2024-01-08,unity_ads,FR,Android,False,control,non_payer,0.0
P001433,2024-01-05,organic,AU,Android,True,variant_b,non_payer,0.0
P001434,2024-01-29,organic,JP,iOS,False,variant_b,non_payer,0.0
P001435,2024-02-16,unity_ads,BR,Android,False,control,non_payer,0.0
P001436,2024-01-04,google,DE,Android,True,control,minnow,14.833990892612249
P001437,2024-01-12,organic,FR,Android,True,control,dolphin,99.91135705586798
P001438,2024-02-14,facebook,CA,iOS,True,variant_b,minnow,1.7125796008463952
P001439,2024-01-02,organic,UK,Android,True,variant_a,non_payer,0.0
P001440,2024-01-27,google,DE,Android,False,control,non_payer,0.0
P001441,2024-01-31,facebook,BR,Android,False,control,minnow,10.348137798106901
P001442,2024-02-20,apple_search,UK,iOS,True,,non_payer,0.0
P001443,2024-02-20,organic,UK,iOS,True,variant_b,minnow,12.382909166643504
P001444,2024-02-05,facebook,UK,Android,True,variant_a,non_payer,0.0
P001445,2024-02-05,facebook,UK,Android,True,,non_payer,0.0
P001446,2024-01-26,facebook,US,Android,True,control,non_payer,0.0
P001447,2024-02-12,organic,CA,iOS,True,variant_b,non_payer,0.0
P001448,2024-01-27,google,CA,Android,True,variant_a,non_payer,0.0
P001449,2024-01-05,unity_ads,AU,iOS,True,variant_a,non_payer,0.0
P001450,2024-01-20,tiktok,UK,iOS,True,variant_b,minnow,5.546918165451858
P001451,2024-01-11,unity_ads,AU,Android,False,variant_b,non_payer,0.0
P001452,2024-01-10,unity_ads,BR,iOS,True,control,non_payer,0.0
P001453,2024-02-09,facebook,IN,iOS,True,control,non_payer,0.0
P001454,2024-02-07,unity_ads,AU,Android,True,variant_a,non_payer,0.0
P001455,2024-01-06,organic,US,Android,True,variant_b,non_payer,0.0
P001456,2024-01-08,facebook,MX,iOS,True,control,non_payer,0.0
P001457,2024-01-23,organic,FR,Android,True,variant_b,non_payer,0.0
P001458,2024-02-16,facebook,UK,iOS,True,variant_b,non_payer,0.0
P001459,2024-01-26,organic,US,iOS,False,control,minnow,10.710910107435696
P001460,2024-02-15,tiktok,US,Android,True,variant_b,dolphin,35.01348278524013
P001461,2024-02-12,organic,US,iOS,True,control,non_payer,0.0
P001462,2024-01-12,organic,US,Android,True,variant_b,minnow,2.7914281458194914
P001463,2024-01-26,facebook,BR,iOS,True,variant_b,non_payer,0.0
P001464,2024-01-13,organic,CA,Android,True,variant_a,non_payer,0.0
P001465,2024-02-09,organic,DE,Android,True,control,non_payer,0.0
P001466,2024-01-18,organic,JP,Android,True,,dolphin,94.02414534279102
P001467,2024-01-25,facebook,JP,iOS,True,control,non_payer,0.0
P001468,2024-02-02,facebook,BR,Android,True,variant_a,non_payer,0.0
P001469,2024-02-16,google,MX,Android,True,variant_a,non_payer,0.0
P001470,2024-02-09,google,UK,iOS,True,variant_a,non_payer,0.0
P001471,2024-02-29,facebook,IN,Android,True,variant_a,non_payer,0.0
P001472,2024-02-12,organic,FR,iOS,False,variant_a,non_payer,0.0
P001473,2024-01-12,organic,US,Android,True,control,non_payer,0.0
P001474,2024-02-13,google,DE,Android,True,variant_b,minnow,9.99550014275067
P001475,2024-02-05,organic,DE,iOS,True,control,non_payer,0.0
P001476,2024-02-17,organic,BR,Android,False,control,non_payer,0.0
P001477,2024-01-04,google,UK,iOS,False,variant_a,non_payer,0.0
P001478,2024-01-05,facebook,AU,Android,True,variant_a,dolphin,85.35577921779817
P001479,2024-02-25,organic,US,iOS,True,control,non_payer,0.0
P001480,2024-02-06,organic,UK,Android,True,variant_a,minnow,8.45798442890855
P001481,2024-01-08,tiktok,US,iOS,True,variant_a,non_payer,0.0
P001482,2024-02-11,unity_ads,CA,iOS,True,variant_a,non_payer,0.0
P001483,2024-02-18,google,JP,Android,True,variant_b,non_payer,0.0
P001484,2024-01-28,facebook,US,iOS,True,,non_payer,0.0
P001485,2024-01-31,facebook,CA,Android,True,variant_a,non_payer,0.0
P001486,2024-02-27,apple_search,US,Android,True,variant_b,non_payer,0.0
P001487,2024-01-09,tiktok,US,iOS,True,control,non_payer,0.0
P001488,2024-02-23,organic,CA,Android,True,variant_b,non_payer,0.0
P001489,2024-02-20,unity_ads,US,iOS,True,variant_b,non_payer,0.0
P001490,2024-01-29,organic,AU,iOS,False,variant_b,minnow,3.166154996180059
