transaction_id,player_id,session_id,transaction_timestamp,sku,price_usd,gems_purchased,platform
T00003378,P003194,S00020091,2024-03-04 09:03:05.625743,starter_pack,0.99,100,Android
T00003379,P003194,S00020092,2024-03-04 17:42:40.921320,gem_pack_medium,4.99,700,Android
T00003380,P003198,S00020116,2024-02-24 15:57:43.913749,starter_pack,0.99,100,iOS
T00003381,P003198,S00020117,2024-03-01 20:26:42.824466,gem_pack_medium,4.99,700,iOS
T00003382,P003200,S00020124,2024-02-25 05:21:02.563225,gem_pack_small,1.99,250,Android
T00003383,P003200,S00020125,2024-03-28 09:47:22.940388,power_up_bundle,2.99,0,Android
T00003384,P003201,S00020129,2024-02-05 16:44:44.391231,gem_pack_small,1.99,250,Android
T00003385,P003201,S00020131,2024-02-07 17:24:51.257613,gem_pack_small,1.99,250,Android
T00003386,P003201,S00020133,2024-02-22 20:56:23.080322,cosmetic_skin,3.99,0,Android
T00003387,P003203,S00020147,2024-03-30 20:15:52.590200,starter_pack,0.99,100,Android
T00003388,P003204,S00020151,2024-02-06 00:02:02.656484,gem_pack_small,1.99,250,iOS
T00003389,P003204,S00020152,2024-02-28 10:56:23.061853,gem_pack_small,1.99,250,iOS
T00003390,P003204,S00020153,2024-03-18 18:20:17.972335,starter_pack,0.99,100,iOS
T00003391,P003215,S00020209,2024-03-15 10:52:06.100049,gem_pack_small,1.99,250,Android
T00003392,P003215,S00020210,2024-03-19 15:27:23.008642,starter_pack,0.99,100,Android
T00003393,P003218,S00020225,2024-02-01 17:25:45.707557,power_up_bundle,2.99,0,Android
T00003394,P003218,S00020226,2024-02-01 06:45:51.888279,gem_pack_large,9.99,1600,Android
T00003395,P003218,S00020227,2024-02-01 20:10:15.250387,power_up_bundle,2.99,0,Android
T00003396,P003218,S00020228,2024-02-01 18:25:06.171592,power_up_bundle,2.99,0,Android
T00003397,P003218,S00020229,2024-02-02 22:00:38.768650,starter_pack,0.99,100,Android
T00003398,P003218,S00020230,2024-02-02 03:29:55.571624,gem_pack_small,1.99,250,Android
T00003399,P003218,S00020231,2024-02-12 23:43:20.634505,gem_pack_large,9.99,1600,Android
T00003400,P003218,S00020232,2024-02-12 05:13:55.121969,gem_pack_large,9.99,1600,Android
T00003401,P003218,S00020233,2024-02-13 21:43:29.768960,gem_pack_large,9.99,1600,Android
T00003402,P003218,S00020234,2024-02-13 12:05:07.188015,gem_pack_mega,19.99,3500,Android
T00003403,P003218,S00020235,2024-02-13 12:52:38.495722,starter_pack,0.99,100,Android
T00003404,P003218,S00020236,2024-02-13 18:19:55.913041,gem_pack_medium,4.99,700,Android
T00003405,P003222,S00020260,2024-02-15 19:48:58.163857,starter_pack,0.99,100,Android
T00003406,P003225,S00020278,2024-02-10 17:05:48.011190,power_up_bundle,2.99,0,Android
T00003407,P003225,S00020279,2024-02-16 19:47:16.341751,starter_pack,0.99,100,Android
T00003408,P003225,S00020280,2024-03-10 07:28:17.905479,cosmetic_skin,3.99,0,Android
T00003409,P003225,S00020281,2024-03-25 08:03:51.870354,starter_pack,0.99,100,Android
T00003410,P003233,S00020322,2024-01-30 18:52:11.134299,power_up_bundle,2.99,0,iOS
T00003411,P003233,S00020323,2024-01-31 09:42:45.378602,starter_pack,0.99,100,iOS
T00003412,P003233,S00020324,2024-02-13 11:29:17.443134,starter_pack,0.99,100,iOS
T00003413,P003235,S00020333,2024-02-24 12:37:40.887578,starter_pack,0.99,100,Android
T00003414,P003235,S00020334,2024-03-03 05:08:09.778582,power_up_bundle,2.99,0,Android
T00003415,P003235,S00020335,2024-03-09 14:50:49.747715,starter_pack,0.99,100,Android
T00003416,P003237,S00020346,2024-01-07 09:33:26.311753,gem_pack_small,1.99,250,Android
T00003417,P003237,S00020347,2024-01-08 19:50:51.378976,gem_pack_mega,19.99,3500,Android
T00003418,P003237,S00020348,2024-01-19 19:56:11.681961,starter_pack,0.99,100,Android
T00003419,P003237,S00020349,2024-01-19 19:05:35.954424,cosmetic_skin,3.99,0,Android
T00003420,P003237,S00020350,2024-01-23 15:36:36.669779,gem_pack_medium,4.99,700,Android
T00003421,P003237,S00020351,2024-01-23 21:36:17.306122,starter_pack,0.99,100,Android
T00003422,P003237,S00020352,2024-02-04 19:41:17.169945,gem_pack_large,9.99,1600,Android
T00003423,P003237,S00020353,2024-02-20 20:53:33.772280,power_up_bundle,2.99,0,Android
T00003424,P003237,S00020354,2024-03-25 17:42:54.352448,starter_pack,0.99,100,Android
T00003425,P003237,S00020355,2024-03-25 14:37:47.741651,gem_pack_small,1.99,250,Android
T00003426,P003241,S00020381,2024-02-22 12:30:27.947655,starter_pack,0.99,100,Android
T00003427,P003241,S00020382,2024-03-17 16:38:25.239062,starter_pack,0.99,100,Android
T00003428,P003241,S00020383,2024-03-24 14:45:05.764858,starter_pack,0.99,100,Android
T00003429,P003243,S00020394,2024-03-06 10:34:20.306804,gem_pack_medium,4.99,700,iOS
T00003430,P003243,S00020395,2024-03-20 15:46:05.248178,gem_pack_small,1.99,250,iOS
T00003431,P003243,S00020396,2024-03-30 17:17:35.703061,starter_pack,0.99,100,iOS
T00003432,P003248,S00020424,2024-03-06 18:09:31.432723,starter_pack,0.99,100,Android
T00003433,P003248,S00020425,2024-03-09 16:10:33.854329,starter_pack,0.99,100,Android
T00003434,P003248,S00020426,2024-03-11 14:13:43.419249,cosmetic_skin,3.99,0,Android
T00003435,P003248,S00020429,2024-03-27 16:50:04.245787,gem_pack_medium,4.99,700,Android
T00003436,P003250,S00020438,2024-02-18 10:42:41.864058,starter_pack,0.99,100,Android
T00003437,P003250,S00020439,2024-03-12 13:14:39.804785,gem_pack_small,1.99,250,Android
T00003438,P003251,S00020444,2024-03-14 20:15:29.460009,gem_pack_medium,4.99,700,Android
T00003439,P003257,S00020478,2024-02-17 19:06:30.860980,starter_pack,0.99,100,Android
T00003440,P003257,S00020480,2024-03-10 23:03:48.659342,gem_pack_small,1.99,250,Android
T00003441,P003259,S00020491,2024-01-16 10:44:38.792879,gem_pack_medium,4.99,700,iOS
T00003442,P003259,S00020492,2024-01-16 14:29:15.868795,gem_pack_small,1.99,250,iOS
T00003443,P003259,S00020493,2024-01-18 05:41:59.705440,power_up_bundle,2.99,0,iOS
T00003444,P003259,S00020494,2024-03-02 15:13:10.164384,starter_pack,0.99,100,iOS
T00003445,P003259,S00020495,2024-03-18 20:54:06.055883,power_up_bundle,2.99,0,iOS
T00003446,P003259,S00020496,2024-03-20 18:27:15.327019,starter_pack,0.99,100,iOS
T00003447,P003259,S00020497,2024-03-20 20:20:51.162564,starter_pack,0.99,100,iOS
T00003448,P003259,S00020498,2024-03-27 19:06:50.862815,starter_pack,0.99,100,iOS
T00003449,P003260,S00020502,2024-01-18 15:25:12.174381,gem_pack_medium,4.99,700,iOS
T00003450,P003260,S00020503,2024-01-30 21:22:01.039796,cosmetic_skin,3.99,0,iOS
T00003451,P003268,S00020540,2024-03-20 22:32:38.999826,gem_pack_small,1.99,250,Android
T00003452,P003269,S00020545,2024-02-19 06:56:58.731793,power_up_bundle,2.99,0,Android
T00003453,P003269,S00020546,2024-02-20 16:29:05.410871,starter_pack,0.99,100,Android
T00003454,P003269,S00020547,2024-03-14 18:51:11.938656,starter_pack,0.99,100,Android
T00003455,P003269,S00020548,2024-03-18 20:54:56.067222,gem_pack_large,9.99,1600,Android
T00003456,P003269,S00020549,2024-03-21 17:16:15.391252,starter_pack,0.99,100,Android
T00003457,P003271,S00020561,2024-01-22 19:22:26.771078,gem_pack_large,9.99,1600,Android
T00003458,P003271,S00020562,2024-03-15 11:32:57.438981,starter_pack,0.99,100,Android
T00003459,P003271,S00020563,2024-03-16 12:55:01.700321,power_up_bundle,2.99,0,Android
T00003460,P003271,S00020564,2024-03-16 09:02:36.379359,starter_pack,0.99,100,Android
T00003461,P003271,S00020565,2024-03-28 10:38:13.581992,power_up_bundle,2.99,0,Android
T00003462,P003271,S00020566,2024-03-28 18:06:19.879662,starter_pack,0.99,100,Android
T00003463,P003277,S00020604,2024-01-05 11:47:18.441809,gem_pack_large,9.99,1600,Android
T00003464,P003277,S00020605,2024-01-14 13:44:37.218135,gem_pack_large,9.99,1600,Android
T00003465,P003277,S00020606,2024-01-14 20:17:21.518197,gem_pack_large,9.99,1600,Android
T00003466,P003280,S00020617,2024-01-28 16:23:27.305174,power_up_bundle,2.99,0,iOS
T00003467,P003280,S00020618,2024-01-28 21:48:19.006856,cosmetic_skin,3.99,0,iOS
T00003468,P003280,S00020619,2024-01-30 19:48:50.163423,starter_pack,0.99,100,iOS
T00003469,P003280,S00020620,2024-01-30 14:40:38.238285,starter_pack,0.99,100,iOS
T00003470,P003280,S00020621,2024-02-14 18:08:42.978449,gem_pack_medium,4.99,700,iOS
T00003471,P003280,S00020622,2024-02-15 16:51:05.431488,power_up_bundle,2.99,0,iOS
T00003472,P003280,S00020623,2024-02-20 09:58:47.015538,starter_pack,0.99,100,iOS
T00003473,P003281,S00020626,2024-02-18 11:34:07.358817,starter_pack,0.99,100,Android
T00003474,P003283,S00020638,2024-03-09 13:56:15.663858,starter_pack,0.99,100,Android
T00003475,P003283,S00020639,2024-03-13 06:44:53.989916,starter_pack,0.99,100,Android
T00003476,P003283,S00020640,2024-03-18 21:33:53.617873,starter_pack,0.99,100,Android
T00003477,P003288,S00020666,2024-03-20 19:56:53.171734,gem_pack_small,1.99,250,Android
T00003478,P003288,S00020667,2024-03-24 14:44:18.442842,gem_pack_small,1.99,250,Android
T00003479,P003288,S00020668,2024-03-24 19:50:58.284761,starter_pack,0.99,100,Android
T00003480,P003296,S00020716,2024-02-01 21:43:53.210348,gem_pack_small,1.99,250,iOS
T00003481,P003296,S00020717,2024-02-10 11:40:43.876279,gem_pack_large,9.99,1600,iOS
T00003482,P003296,S00020718,2024-02-10 08:31:30.074392,gem_pack_small,1.99,250,iOS
T00003483,P003297,S00020722,2024-03-20 14:42:46.751412,starter_pack,0.99,100,iOS
T00003484,P003297,S00020723,2024-03-20 18:51:00.060412,gem_pack_medium,4.99,700,iOS
T00003485,P003298,S00020725,2024-02-27 20:31:55.058164,gem_pack_small,1.99,250,iOS
T00003486,P003309,S00020788,2024-03-19 21:14:51.612822,starter_pack,0.99,100,iOS
T00003487,P003317,S00020820,2024-01-15 13:53:03.962630,cosmetic_skin,3.99,0,Android
T00003488,P003317,S00020821,2024-01-15 14:27:26.093095,starter_pack,0.99,100,Android
T00003489,P003317,S00020822,2024-02-05 12:54:06.051529,gem_pack_small,1.99,250,Android
T00003490,P003317,S00020823,2024-02-05 20:20:09.053611,starter_pack,0.99,100,Android
T00003491,P003317,S00020824,2024-03-26 09:51:33.990352,power_up_bundle,2.99,0,Android
T00003492,P003320,S00020836,2024-02-12 16:02:33.620790,gem_pack_large,9.99,1600,iOS
T00003493,P003320,S00020837,2024-02-12 19:09:49.046211,starter_pack,0.99,100,iOS
T00003494,P003320,S00020838,2024-02-13 21:56:39.913836,power_up_bundle,2.99,0,iOS
T00003495,P003320,S00020839,2024-02-14 19:41:28.586146,gem_pack_medium,4.99,700,iOS
T00003496,P003320,S00020840,2024-02-22 23:03:39.262668,cosmetic_skin,3.99,0,iOS
T00003497,P003320,S00020841,2024-02-22 16:27:01.735747,gem_pack_small,1.99,250,iOS
T00003498,P003322,S00020852,2024-02-09 17:18:38.891639,power_up_bundle,2.99,0,iOS
T00003499,P003324,S00020861,2024-01-02 14:22:04.615643,power_up_bundle,2.99,0,Android
T00003500,P003324,S00020862,2024-01-02 14:15:25.812582,starter_pack,0.99,100,Android
T00003501,P003324,S00020863,2024-01-02 15:22:32.245493,gem_pack_large,9.99,1600,Android
T00003502,P003324,S00020864,2024-01-05 18:29:50.676015,gem_pack_large,9.99,1600,Android
T00003503,P003324,S00020865,2024-01-05 20:44:05.043330,starter_pack,0.99,100,Android
T00003504,P003324,S00020866,2024-01-11 20:15:11.750386,gem_pack_mega,19.99,3500,Android
T00003505,P003324,S00020867,2024-01-12 00:03:19.992719,gem_pack_medium,4.99,700,Android
T00003506,P003324,S00020868,2024-01-11 15:52:41.211090,gem_pack_medium,4.99,700,Android
T00003507,P003324,S00020869,2024-01-27 10:10:38.916363,gem_pack_medium,4.99,700,Android
T00003508,P003324,S00020870,2024-01-27 21:29:07.206489,starter_pack,0.99,100,Android
T00003509,P003324,S00020871,2024-02-15 08:24:52.555071,gem_pack_medium,4.99,700,Android
T00003510,P003324,S00020872,2024-02-15 19:30:24.530328,gem_pack_mega,19.99,3500,Android
T00003511,P003324,S00020873,2024-02-15 15:31:29.494211,cosmetic_skin,3.99,0,Android
T00003512,P003324,S00020874,2024-03-21 12:56:52.074928,gem_pack_large,9.99,1600,Android
T00003513,P003324,S00020875,2024-03-21 10:25:30.434366,cosmetic_skin,3.99,0,Android
T00003514,P003324,S00020876,2024-03-21 20:09:29.763524,gem_pack_small,1.99,250,Android
T00003515,P003324,S00020877,2024-03-22 11:45:44.901988,power_up_bundle,2.99,0,Android
T00003516,P003324,S00020878,2024-03-22 09:37:16.595861,gem_pack_mega,19.99,3500,Android
T00003517,P003327,S00020892,2024-02-24 20:02:49.508762,gem_pack_medium,4.99,700,Android
T00003518,P003327,S00020893,2024-02-24 19:10:10.823170,starter_pack,0.99,100,Android
T00003519,P003327,S00020894,2024-03-23 08:17:01.182482,gem_pack_large,9.99,1600,Android
T00003520,P003327,S00020895,2024-03-23 20:29:44.916304,power_up_bundle,2.99,0,Android
T00003521,P003327,S00020896,2024-03-29 13:15:22.034258,starter_pack,0.99,100,Android
T00003522,P003327,S00020897,2024-03-29 08:33:26.540136,gem_pack_mega,19.99,3500,Android
T00003523,P003334,S00020939,2024-02-14 14:05:02.903828,gem_pack_small,1.99,250,iOS
T00003524,P003334,S00020940,2024-02-24 05:03:59.939858,power_up_bundle,2.99,0,iOS
T00003525,P003334,S00020941,2024-03-12 09:37:20.862482,gem_pack_medium,4.99,700,iOS
T00003526,P003334,S00020942,2024-03-19 02:01:31.061631,gem_pack_small,1.99,250,iOS
T00003527,P003334,S00020943,2024-03-26 17:25:58.472735,gem_pack_medium,4.99,700,iOS
T00003528,P003337,S00020960,2024-01-24 21:49:06.328853,starter_pack,0.99,100,iOS
T00003529,P003337,S00020963,2024-02-13 19:49:55.124454,gem_pack_large,9.99,1600,iOS
T00003530,P003337,S00020964,2024-02-24 15:04:21.179622,starter_pack,0.99,100,iOS
T00003531,P003342,S00020991,2024-03-07 23:52:08.665296,gem_pack_medium,4.99,700,Android
T00003532,P003343,S00020995,2024-01-12 00:32:55.425311,starter_pack,0.99,100,iOS
T00003533,P003343,S00020996,2024-01-12 09:45:33.940850,gem_pack_large,9.99,1600,iOS
T00003534,P003343,S00020997,2024-01-18 22:10:11.595528,starter_pack,0.99,100,iOS
T00003535,P003343,S00020998,2024-01-18 18:58:04.597012,power_up_bundle,2.99,0,iOS
T00003536,P003343,S00020999,2024-01-22 04:15:26.678792,gem_pack_small,1.99,250,iOS
T00003537,P003343,S00021000,2024-01-22 18:58:54.544073,gem_pack_medium,4.99,700,iOS
T00003538,P003343,S00021001,2024-01-23 18:31:47.421446,starter_pack,0.99,100,iOS
T00003539,P003343,S00021002,2024-01-23 21:59:45.924249,starter_pack,0.99,100,iOS
T00003540,P003343,S00021004,2024-02-09 12:17:20.209267,gem_pack_medium,4.99,700,iOS
T00003541,P003343,S00021006,2024-03-15 08:36:18.666197,gem_pack_small,1.99,250,iOS
T00003542,P003349,S00021044,2024-02-03 19:52:38.647799,gem_pack_small,1.99,250,iOS
T00003543,P003349,S00021045,2024-02-08 13:33:57.667023,starter_pack,0.99,100,iOS
T00003544,P003349,S00021046,2024-02-09 15:14:10.291527,starter_pack,0.99,100,iOS
T00003545,P003351,S00021055,2024-01-26 15:59:30.660107,starter_pack,0.99,100,Android
T00003546,P003351,S00021057,2024-02-02 21:17:22.908087,starter_pack,0.99,100,Android
T00003547,P003351,S00021058,2024-02-13 10:59:22.105632,starter_pack,0.99,100,Android
T00003548,P003351,S00021060,2024-02-22 11:32:48.749492,gem_pack_small,1.99,250,Android
T00003549,P003351,S00021063,2024-03-01 20:46:19.825071,gem_pack_medium,4.99,700,Android
T00003550,P003351,S00021064,2024-03-01 15:39:48.491986,gem_pack_small,1.99,250,Android
T00003551,P003351,S00021065,2024-03-04 20:05:59.226714,power_up_bundle,2.99,0,Android
T00003552,P003358,S00021110,2024-01-11 17:30:30.447206,starter_pack,0.99,100,Android
T00003553,P003358,S00021113,2024-01-20 19:10:40.977555,starter_pack,0.99,100,Android
T00003554,P003358,S00021115,2024-02-24 19:40:38.595085,starter_pack,0.99,100,Android
T00003555,P003358,S00021116,2024-03-15 11:41:00.802751,starter_pack,0.99,100,Android
T00003556,P003360,S00021125,2024-01-13 12:32:59.035082,starter_pack,0.99,100,Android
T00003557,P003360,S00021126,2024-01-18 19:38:45.014335,starter_pack,0.99,100,Android
T00003558,P003365,S00021156,2024-02-22 02:51:42.195728,starter_pack,0.99,100,iOS
T00003559,P003365,S00021157,2024-02-23 11:33:36.771482,starter_pack,0.99,100,iOS
T00003560,P003374,S00021205,2024-03-21 17:43:30.905028,starter_pack,0.99,100,Android
T00003561,P003374,S00021206,2024-03-23 17:21:24.472119,gem_pack_small,1.99,250,Android
T00003562,P003378,S00021220,2024-02-08 19:06:41.102822,gem_pack_small,1.99,250,Android
T00003563,P003378,S00021221,2024-02-25 13:06:22.416013,gem_pack_small,1.99,250,Android
T00003564,P003378,S00021222,2024-02-27 04:40:17.201393,gem_pack_large,9.99,1600,Android
T00003565,P003378,S00021223,2024-03-13 14:24:49.325162,starter_pack,0.99,100,Android
T00003566,P003378,S00021224,2024-03-13 18:32:38.226968,starter_pack,0.99,100,Android
T00003567,P003378,S00021225,2024-03-15 16:11:56.452223,starter_pack,0.99,100,Android
T00003568,P003378,S00021226,2024-03-18 15:28:02.738097,starter_pack,0.99,100,Android
T00003569,P003378,S00021227,2024-03-18 10:37:34.912641,gem_pack_medium,4.99,700,Android
T00003570,P003385,S00021266,2024-02-15 19:57:44.183615,starter_pack,0.99,100,iOS
T00003571,P003389,S00021280,2024-02-14 13:21:22.918462,starter_pack,0.99,100,Android
T00003572,P003390,S00021284,2024-03-05 21:58:51.295295,gem_pack_mega,19.99,3500,Android
T00003573,P003391,S00021287,2024-02-12 18:27:36.006862,starter_pack,0.99,100,iOS
T00003574,P003394,S00021302,2024-01-23 00:09:51.098776,gem_pack_small,1.99,250,Android
T00003575,P003394,S00021303,2024-01-30 11:36:59.935093,starter_pack,0.99,100,Android
T00003576,P003394,S00021304,2024-02-01 00:32:35.808801,cosmetic_skin,3.99,0,Android
T00003577,P003394,S00021305,2024-02-03 17:06:47.870977,starter_pack,0.99,100,Android
T00003578,P003394,S00021308,2024-03-04 19:26:45.996876,gem_pack_small,1.99,250,Android
T00003579,P003396,S00021318,2024-02-15 09:53:53.432069,starter_pack,0.99,100,iOS
T00003580,P003396,S00021319,2024-02-20 19:33:49.145710,gem_pack_small,1.99,250,iOS
T00003581,P003396,S00021320,2024-03-01 20:30:17.941460,starter_pack,0.99,100,iOS
T00003582,P003398,S00021327,2024-02-06 17:43:03.898880,gem_pack_small,1.99,250,iOS
T00003583,P003398,S00021328,2024-02-06 20:30:30.821679,gem_pack_small,1.99,250,iOS
T00003584,P003398,S00021329,2024-02-15 15:21:12.290944,gem_pack_small,1.99,250,iOS
T00003585,P003398,S00021330,2024-02-15 18:27:00.446608,cosmetic_skin,3.99,0,iOS
T00003586,P003398,S00021331,2024-02-25 16:45:03.314700,gem_pack_small,1.99,250,iOS
T00003587,P003398,S00021332,2024-02-25 13:17:04.939340,gem_pack_large,9.99,1600,iOS
T00003588,P003398,S00021333,2024-02-25 12:33:05.447719,gem_pack_small,1.99,250,iOS
T00003589,P003401,S00021347,2024-01-24 21:09:14.002450,cosmetic_skin,3.99,0,Android
T00003590,P003401,S00021348,2024-02-16 19:23:13.896153,starter_pack,0.99,100,Android
T00003591,P003401,S00021349,2024-02-16 20:35:39.305430,starter_pack,0.99,100,Android
T00003592,P003413,S00021414,2024-01-28 15:25:23.507280,starter_pack,0.99,100,iOS
T00003593,P003415,S00021436,2024-02-25 17:25:57.683502,starter_pack,0.99,100,iOS
T00003594,P003416,S00021440,2024-02-12 10:44:33.813474,gem_pack_mega,19.99,3500,Android
T00003595,P003416,S00021441,2024-02-12 07:22:03.089576,power_up_bundle,2.99,0,Android
T00003596,P003416,S00021442,2024-02-12 12:36:41.903656,gem_pack_large,9.99,1600,Android
T00003597,P003416,S00021443,2024-02-12 15:13:35.517958,gem_pack_large,9.99,1600,Android
T00003598,P003416,S00021444,2024-02-16 09:08:47.971875,starter_pack,0.99,100,Android
T00003599,P003416,S00021445,2024-02-16 04:22:10.128009,gem_pack_large,9.99,1600,Android
T00003600,P003416,S00021446,2024-02-16 20:06:51.956967,gem_pack_medium,4.99,700,Android
T00003601,P003416,S00021447,2024-02-16 17:01:40.599817,cosmetic_skin,3.99,0,Android
T00003602,P003416,S00021448,2024-02-24 23:55:53.736753,power_up_bundle,2.99,0,Android
T00003603,P003416,S00021449,2024-02-24 18:36:16.463932,starter_pack,0.99,100,Android
T00003604,P003416,S00021450,2024-02-24 16:36:08.581270,starter_pack,0.99,100,Android
T00003605,P003416,S00021451,2024-02-24 17:56:14.508181,gem_pack_medium,4.99,700,Android
T00003606,P003416,S00021452,2024-03-02 14:56:09.171568,gem_pack_mega,19.99,3500,Android
T00003607,P003416,S00021453,2024-03-02 16:41:02.126854,gem_pack_small,1.99,250,Android
T00003608,P003416,S00021454,2024-03-02 22:04:15.434226,gem_pack_large,9.99,1600,Android
T00003609,P003416,S00021455,2024-03-12 16:23:02.639694,starter_pack,0.99,100,Android
T00003610,P003416,S00021456,2024-03-12 12:36:23.187075,power_up_bundle,2.99,0,Android
T00003611,P003416,S00021457,2024-03-12 07:15:41.992389,gem_pack_medium,4.99,700,Android
T00003612,P003418,S00021466,2024-03-06 16:06:24.968698,starter_pack,0.99,100,iOS
T00003613,P003418,S00021467,2024-03-23 21:14:52.646271,gem_pack_medium,4.99,700,iOS
T00003614,P003421,S00021477,2024-01-26 17:07:58.847711,starter_pack,0.99,100,Android
T00003615,P003421,S00021478,2024-01-28 12:46:46.024868,starter_pack,0.99,100,Android
T00003616,P003421,S00021479,2024-02-06 11:55:37.248674,starter_pack,0.99,100,Android
T00003617,P003421,S00021480,2024-02-06 14:49:52.255826,gem_pack_medium,4.99,700,Android
T00003618,P003421,S00021481,2024-03-05 07:21:54.470445,power_up_bundle,2.99,0,Android
T00003619,P003421,S00021482,2024-03-23 19:48:13.236315,starter_pack,0.99,100,Android
T00003620,P003422,S00021486,2024-01-24 16:25:51.174258,starter_pack,0.99,100,Android
T00003621,P003427,S00021517,2024-01-12 00:05:51.425216,power_up_bundle,2.99,0,Android
T00003622,P003427,S00021519,2024-02-10 18:16:42.568129,power_up_bundle,2.99,0,Android
T00003623,P003427,S00021521,2024-03-06 11:09:18.087126,starter_pack,0.99,100,Android
T00003624,P003436,S00021573,2024-03-01 18:14:15.334081,starter_pack,0.99,100,iOS
T00003625,P003436,S00021574,2024-03-01 18:32:30.572359,starter_pack,0.99,100,iOS
T00003626,P003436,S00021575,2024-03-03 19:34:29.393216,gem_pack_medium,4.99,700,iOS
T00003627,P003436,S00021576,2024-03-03 13:06:08.513895,cosmetic_skin,3.99,0,iOS
T00003628,P003436,S00021577,2024-03-07 08:25:19.827627,gem_pack_large,9.99,1600,iOS
T00003629,P003436,S00021578,2024-03-07 13:24:00.682766,gem_pack_large,9.99,1600,iOS
T00003630,P003436,S00021579,2024-03-09 11:17:28.864132,gem_pack_medium,4.99,700,iOS
T00003631,P003436,S00021580,2024-03-09 19:53:33.879922,gem_pack_medium,4.99,700,iOS
T00003632,P003436,S00021581,2024-03-09 20:19:45.538402,power_up_bundle,2.99,0,iOS
T00003633,P003436,S00021582,2024-03-09 16:39:54.674039,gem_pack_large,9.99,1600,iOS
T00003634,P003436,S00021583,2024-03-18 19:49:49.862361,gem_pack_medium,4.99,700,iOS
T00003635,P003436,S00021584,2024-03-18 18:07:02.023360,gem_pack_small,1.99,250,iOS
T00003636,P003436,S00021585,2024-03-18 00:27:50.675899,gem_pack_large,9.99,1600,iOS
T00003637,P003442,S00021625,2024-02-25 14:44:49.590673,power_up_bundle,2.99,0,Android
T00003638,P003442,S00021626,2024-02-25 02:07:42.690667,starter_pack,0.99,100,Android
T00003639,P003442,S00021627,2024-03-01 19:23:03.306117,starter_pack,0.99,100,Android
T00003640,P003442,S00021628,2024-03-02 14:15:38.831511,gem_pack_mega,19.99,3500,Android
T00003641,P003442,S00021629,2024-03-02 16:33:38.404416,starter_pack,0.99,100,Android
T00003642,P003442,S00021630,2024-03-17 14:00:20.420198,power_up_bundle,2.99,0,Android
T00003643,P003442,S00021631,2024-03-17 15:59:56.440646,gem_pack_large,9.99,1600,Android
T00003644,P003443,S00021635,2024-01-30 19:00:13.677925,starter_pack,0.99,100,Android
T00003645,P003443,S00021636,2024-02-01 21:01:23.758241,cosmetic_skin,3.99,0,Android
T00003646,P003446,S00021650,2024-02-13 19:28:12.558339,gem_pack_small,1.99,250,Android
T00003647,P003446,S00021651,2024-02-13 16:19:27.705402,starter_pack,0.99,100,Android
T00003648,P003446,S00021652,2024-03-04 18:49:14.363699,gem_pack_medium,4.99,700,Android
T00003649,P003446,S00021653,2024-03-18 15:47:09.741950,starter_pack,0.99,100,Android
T00003650,P003446,S00021654,2024-03-19 00:20:00.715110,gem_pack_small,1.99,250,Android
T00003651,P003448,S00021663,2024-03-01 20:08:17.812540,starter_pack,0.99,100,iOS
T00003652,P003457,S00021714,2024-01-27 09:07:03.865724,power_up_bundle,2.99,0,Android
T00003653,P003462,S00021738,2024-03-16 19:56:35.248567,starter_pack,0.99,100,iOS
T00003654,P003466,S00021757,2024-03-10 07:56:00.334625,starter_pack,0.99,100,Android
T00003655,P003477,S00021822,2024-01-30 19:36:18.606190,gem_pack_small,1.99,250,Android
T00003656,P003477,S00021823,2024-01-30 09:36:52.876461,starter_pack,0.99,100,Android
T00003657,P003477,S00021824,2024-02-05 14:15:17.018491,gem_pack_small,1.99,250,Android
T00003658,P003477,S00021825,2024-02-14 16:09:54.577279,starter_pack,0.99,100,Android
T00003659,P003477,S00021826,2024-02-24 14:18:38.953583,starter_pack,0.99,100,Android
T00003660,P003477,S00021827,2024-02-26 13:19:26.571436,gem_pack_small,1.99,250,Android
T00003661,P003477,S00021828,2024-02-26 22:48:23.243079,starter_pack,0.99,100,Android
T00003662,P003478,S00021832,2024-01-15 18:55:09.515746,starter_pack,0.99,100,Android
T00003663,P003478,S00021833,2024-01-17 20:06:26.051488,starter_pack,0.99,100,Android
T00003664,P003478,S00021835,2024-01-21 22:43:03.805701,gem_pack_small,1.99,250,Android
T00003665,P003478,S00021836,2024-01-21 07:18:08.724080,gem_pack_mega,19.99,3500,Android
T00003666,P003478,S00021839,2024-02-11 08:23:06.630088,gem_pack_large,9.99,1600,Android
T00003667,P003478,S00021842,2024-03-19 09:26:41.559682,starter_pack,0.99,100,Android
T00003668,P003480,S00021848,2024-01-19 09:59:19.766986,starter_pack,0.99,100,iOS
T00003669,P003485,S00021878,2024-02-21 20:30:44.129315,starter_pack,0.99,100,Android
T00003670,P003485,S00021879,2024-03-01 23:10:05.077812,gem_pack_small,1.99,250,Android
T00003671,P003485,S00021880,2024-03-14 12:43:34.786230,power_up_bundle,2.99,0,Android
T00003672,P003485,S00021881,2024-03-24 09:11:44.753918,starter_pack,0.99,100,Android
T00003673,P003486,S00021885,2024-03-12 11:19:54.952941,starter_pack,0.99,100,iOS
T00003674,P003486,S00021886,2024-03-13 05:55:21.184000,starter_pack,0.99,100,iOS
